client_id,primaryphonenumber,attribution_type,description,custom_group_id,referral,sub_referral,parameter_in_referrer_url,key,value,call_recording,whisper,status,primary_group,secondary_group,billed,test
117721,4582061005,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117745,8057103266,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117778,5203148745,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117779,5203996208,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117780,5205055272,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117781,5208290870,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117783,7073870628,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117785,7073870635,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117786,8056952808,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117789,9513350290,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117791,9518885934,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117792,9513350309,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117794,9138719756,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117800,8774160085,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117801,8774029923,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117802,8773869262,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117804,9492643008,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117807,7143123826,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117810,9499880865,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117815,9499880896,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117830,4805820603,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117832,6027142344,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117833,6306539002,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117834,6234280283,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117835,6237480857,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117851,9713734431,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117860,9713734239,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117862,7755256861,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117870,6193659789,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117871,7609138223,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117873,8583095519,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
117977,2037675639,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
118157,7062702276,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
118219,8314246243,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
118327,9856265030,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
118372,7166341855,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
118523,9207334787,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
118580,8644384947,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
118631,6105323700,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
118748,9723473595,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
118995,4029262800,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
119123,5207957200,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
119140,9495861930,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
119195,7039318747,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
119961,9723811888,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
120181,8017665300,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
120425,9162310358,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
120429,9162310358,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
121321,2153427718,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
121325,6313608555,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
121329,8188917607,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
121376,6203428256,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
121392,7024735100,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
121501,8283291032,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
121680,2108463881,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
121762,2178649312,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
121885,9182981701,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
122773,6092592283,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
122775,8089356509,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
122787,2142956805,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
122807,3052381119,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
122969,7322515599,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
122989,9712424397,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
122992,9712380400,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
122998,4135933700,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
123034,4067555414,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
123039,9193615555,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
123231,6102609787,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
123257,7145280995,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
123559,3362017077,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
123585,5014558100,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
123618,4033811155,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
124088,6784452112,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
124101,8328688065,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
124147,9202353251,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
124152,7818618978,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
124321,3153294112,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
124337,5856712623,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
124430,8042822990,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
124634,7048641203,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
124693,5194397667,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
124985,2016537886,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
125095,9566871889,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
125124,2055339527,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
125135,7634506524,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
125180,7136903368,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
125370,4123748500,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
125426,5122467645,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
125516,9788525042,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
125744,8459864601,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
126104,7327275454,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
126169,4106471800,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
126229,5123034502,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
126238,6092418912,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
126242,6093978833,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
126320,2256643366,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
126384,9782837200,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
126618,8137149312,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
126657,2813324700,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
126925,7037297900,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
127259,5173270071,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
127488,7804174044,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
127501,5183617690,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
127599,9545884671,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
127649,3056945400,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
127657,7817670979,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
127658,9106925250,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
127766,7027345000,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
127866,9737443972,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
128065,9724369121,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
128193,5096628626,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
128320,6363911911,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
128361,8477249045,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
128395,7037540727,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
128434,3306504011,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
128443,7737769274,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
128641,3608364021,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
128644,5033769381,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
128646,5038947580,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
128781,9099482000,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
128865,5038947688,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
128869,9712853806,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
128872,9716002486,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
128980,9032578815,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
129003,9058328698,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
129148,9566866656,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
129223,2156990650,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
129319,2699643957,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
129509,7044493687,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
129520,9134919119,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
129605,7183815150,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
129887,6177345516,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
129898,2035048745,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
130009,9194515377,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
130083,9077456818,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
130150,9722858020,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
130175,6517789911,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
130188,2815927534,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
130202,7204890797,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
130268,5183833960,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
130400,7195438368,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
130586,9053873879,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
130689,7703874485,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
130728,6088353388,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
130746,6038891004,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
131027,9785826450,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
131029,9726130004,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
131117,5188857551,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
131160,5595820238,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
131503,9199672472,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
131513,7033563035,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
131552,3609892099,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
131603,4164960404,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
131644,2038743003,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
131646,5615848455,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
131719,9055423777,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
131746,7804542031,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
132098,9738150515,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
132235,4024213779,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
132268,4024846666,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
132321,9086547100,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
132464,7045426533,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
132546,9182540135,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
132564,3146315533,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
132669,6473503501,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
132695,9897310338,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
132747,5628663657,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
132756,2022966600,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
132840,9513042070,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
132885,3034240767,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
133308,6152550052,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
133384,3058842751,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
133442,8138184520,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
133880,6262528697,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
134117,8325952266,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
134139,9286345566,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
134156,9042786980,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
134313,8156722195,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
134339,8592544422,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
134474,2394559520,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
134629,7814388583,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
134719,3096852112,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
134851,7022275800,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
135006,8013751965,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
135093,9058263363,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
135095,6144270202,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
135135,9042626188,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
135209,4124621435,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
135524,4149631127,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
135715,3165583993,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
135806,6038897700,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
135881,8012557600,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
136065,7809752378,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
136074,2706853819,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
136163,9372969672,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
136227,7813313030,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
136263,4236207522,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
136272,7147778884,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
136504,7039554440,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
136609,8592361898,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
136719,8655777535,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
136807,6503638525,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
136956,6309710682,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
137099,7145446260,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
137128,8047943498,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
137133,8067121904,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
137178,8183454383,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
137211,4402472726,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
137346,6174711890,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
137513,4057944497,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
137634,5122916684,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
137754,8165244343,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
137850,7195763661,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
137874,2125828161,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
137878,2084420000,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
137950,8572122013,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
137953,8604432428,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138356,9498371776,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138361,9706128003,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138363,9704681324,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138365,9706128003,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138366,8554236669,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138368,8607426189,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138378,8554236669,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138381,8554236669,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138431,8554236669,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138433,4178310249,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138444,4023335000,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138448,7327611111,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138465,8283279400,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138468,7048780039,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138502,8144455828,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138790,5753591011,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138806,5708401016,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138849,7852733422,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
138877,9143324402,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139061,2292920052,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139114,9054176363,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139114,9058503443,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139130,5037388966,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139206,2165813393,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139310,9722898787,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139318,9722581617,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139466,8138395351,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139532,6083396616,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139532,7153257577,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139532,7154233222,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139628,7706238750,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139666,9258466000,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139709,3604240123,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139713,6473517860,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139714,9494725499,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139737,8642331234,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139857,7133555555,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139876,5596730199,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
139993,8474416510,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
140010,3178460509,Custom,YDN3,YDN3,Paid,fx,yes,source,fx,On,On,Active,paid,fx,No,No
